"","Customer.ID","Name","Surname","Gender","Age","Region","Job.Classification","Date.Joined","Balance"
"703",300000703,"Diana","Hodges","Female",34,"Wales","White Collar","27.May.15",24796.57
"704",300000704,"Bernadette","Cornish","Female",40,"Wales","White Collar","27.May.15",22691.31
"705",300000705,"Joshua","Coleman","Male",34,"Wales","White Collar","27.May.15",20385.54
"717",300000717,"Anne","Allan","Female",30,"Wales","White Collar","28.May.15",16103.61
"718",300000718,"Colin","Hill","Male",32,"Wales","White Collar","28.May.15",37564.21
"719",300000719,"Sebastian","North","Male",32,"Wales","White Collar","28.May.15",88416.84
"729",300000729,"James","Quinn","Male",34,"Wales","Blue Collar","29.May.15",61450.2
"730",300000730,"Nicola","Howard","Female",33,"Wales","White Collar","29.May.15",83889.98
"731",300000731,"Warren","Ince","Male",31,"Wales","White Collar","29.May.15",63986.32
"732",300000732,"Joshua","MacLeod","Male",40,"Wales","Blue Collar","29.May.15",19438.99
"733",300000733,"Peter","Henderson","Male",47,"Wales","Blue Collar","29.May.15",8395.45
"734",300000734,"Sarah","Murray","Female",45,"Wales","White Collar","29.May.15",16542.71
"735",300000735,"John","Anderson","Male",28,"Wales","Other","29.May.15",18064.46
"736",300000736,"Anne","Butler","Female",33,"Wales","Blue Collar","29.May.15",33670.19
"752",300000752,"Melanie","Buckland","Female",35,"Wales","White Collar","30.May.15",45887.56
"753",300000753,"David","Mills","Male",34,"Wales","Other","30.May.15",35449.82
"767",300000767,"Chloe","Bond","Female",34,"Wales","White Collar","31.May.15",106555.59
"768",300000768,"Tracey","Clark","Female",39,"Wales","Other","31.May.15",747.35
"776",300000776,"Connor","Nolan","Male",32,"Wales","Other","01.Jun.15",62131.4
"777",300000777,"Jasmine","Lee","Female",22,"Wales","White Collar","01.Jun.15",47414.52
"778",300000778,"Christopher","McGrath","Male",28,"Wales","Blue Collar","01.Jun.15",2511.02
"779",300000779,"Deirdre","Parsons","Female",36,"Wales","White Collar","01.Jun.15",39797.91
"786",300000786,"Bernadette","Jackson","Female",36,"Wales","Blue Collar","02.Jun.15",65364.64
"787",300000787,"Neil","Sanderson","Male",38,"Wales","Blue Collar","02.Jun.15",69471.06
"794",300000794,"Cameron","Alsop","Male",41,"Wales","White Collar","03.Jun.15",132675.53
"812",300000812,"Natalie","Wallace","Female",23,"Wales","White Collar","05.Jun.15",46151.71
"813",300000813,"Diane","Piper","Female",33,"Wales","White Collar","05.Jun.15",91205.06
"814",300000814,"James","Newman","Male",33,"Wales","Other","05.Jun.15",1657.46
"815",300000815,"Pippa","Robertson","Female",29,"Wales","White Collar","05.Jun.15",15006.48
"822",300000822,"Leonard","Fisher","Male",34,"Wales","Blue Collar","06.Jun.15",29527.41
"845",300000845,"Christopher","Ogden","Male",45,"Wales","Blue Collar","10.Jun.15",70114.57
"852",300000852,"Kevin","Parsons","Male",53,"Wales","White Collar","11.Jun.15",22477.05
"857",300000857,"Sophie","Ince","Female",25,"Wales","Blue Collar","12.Jun.15",15700.14
"888",300000888,"Pippa","Gray","Female",26,"Wales","White Collar","15.Jun.15",54186.89
"905",300000905,"Amy","Morgan","Female",29,"Wales","Other","17.Jun.15",16037.16
"913",300000913,"Dan","Robertson","Male",39,"Wales","Blue Collar","18.Jun.15",54165.92
"951",300000951,"Sean","Nash","Male",36,"Wales","Blue Collar","20.Jun.15",56653.07
"952",300000952,"Heather","Jones","Female",40,"Wales","White Collar","20.Jun.15",24435.72
"953",300000953,"Paul","Robertson","Male",41,"Wales","Blue Collar","20.Jun.15",77995.62
"954",300000954,"Richard","Parsons","Male",33,"Wales","White Collar","20.Jun.15",49775.7
"966",300000966,"Lauren","Bond","Female",38,"Wales","Blue Collar","21.Jun.15",23669.58
"967",300000967,"Victoria","Morrison","Female",42,"Wales","White Collar","21.Jun.15",61134.99
"978",300000978,"Jessica","Wallace","Female",45,"Wales","White Collar","23.Jun.15",17753.01
"979",300000979,"Trevor","Hunter","Male",28,"Wales","White Collar","23.Jun.15",28240.06
"993",300000993,"Gordon","Grant","Male",33,"Wales","Blue Collar","25.Jun.15",77870.46
"994",300000994,"Dominic","Dickens","Male",35,"Wales","Blue Collar","25.Jun.15",56611.75
"1008",300001008,"Justin","Carr","Male",33,"Wales","Blue Collar","27.Jun.15",12567.26
"1009",300001009,"Brian","North","Male",31,"Wales","Blue Collar","27.Jun.15",28265.93
"1010",300001010,"Leah","Ogden","Female",36,"Wales","Other","27.Jun.15",44515.4
"1033",300001033,"Joan","Gibson","Female",46,"Wales","White Collar","29.Jun.15",55535.23
"1034",300001034,"Julian","Carr","Male",35,"Wales","Blue Collar","29.Jun.15",134324.66
"1047",300001047,"Amy","Mathis","Female",33,"Wales","Other","30.Jun.15",18469.94
"1048",300001048,"Oliver","Butler","Male",38,"Wales","White Collar","30.Jun.15",48959.81
"1063",300001063,"Dorothy","Vaughan","Female",37,"Wales","White Collar","02.Jul.15",34072.27
"1064",300001064,"Austin","Vance","Male",42,"Wales","Other","02.Jul.15",11609.33
"1079",300001079,"Phil","Hudson","Male",36,"Wales","Blue Collar","04.Jul.15",6467.89
"1080",300001080,"Adam","Ince","Male",44,"Wales","Blue Collar","04.Jul.15",37449.47
"1081",300001081,"Irene","Ferguson","Female",38,"Wales","White Collar","04.Jul.15",15926.91
"1104",300001104,"Stephen","Parr","Male",44,"Wales","Blue Collar","06.Jul.15",8365.04
"1105",300001105,"Ava","Vaughan","Female",33,"Wales","Blue Collar","06.Jul.15",15196.68
"1119",300001119,"Sam","Black","Male",35,"Wales","Blue Collar","07.Jul.15",45240.82
"1120",300001120,"Liam","Nolan","Male",38,"Wales","White Collar","07.Jul.15",24965.41
"1130",300001130,"Joseph","Black","Male",36,"Wales","White Collar","08.Jul.15",55382.31
"1131",300001131,"Dorothy","Howard","Female",32,"Wales","White Collar","08.Jul.15",38704.52
"1139",300001139,"Amelia","Skinner","Female",42,"Wales","Other","09.Jul.15",28516.17
"1151",300001151,"Caroline","Payne","Female",44,"Wales","White Collar","10.Jul.15",68185.66
"1165",300001165,"Piers","Parsons","Male",35,"Wales","White Collar","11.Jul.15",36572.74
"1184",300001184,"Zoe","Hemmings","Female",44,"Wales","White Collar","12.Jul.15",29607.52
"1185",300001185,"Ruth","Glover","Female",29,"Wales","White Collar","12.Jul.15",44060.89
"1186",300001186,"Bernadette","Wilson","Female",26,"Wales","White Collar","12.Jul.15",37830.67
"1203",300001203,"Blake","Knox","Male",43,"Wales","White Collar","13.Jul.15",57193.29
"1204",300001204,"Olivia","Langdon","Female",42,"Wales","White Collar","13.Jul.15",4250.38
"1205",300001205,"Megan","Welch","Female",42,"Wales","White Collar","13.Jul.15",65123.06
"1216",300001216,"Emily","Knox","Female",29,"Wales","White Collar","14.Jul.15",99271.98
"1217",300001217,"Adam","King","Male",48,"Wales","Other","14.Jul.15",47418.57
"1218",300001218,"Brian","Payne","Male",42,"Wales","Other","14.Jul.15",8102.48
"1233",300001233,"Victor","Hill","Male",33,"Wales","Other","15.Jul.15",61390.52
"1254",300001254,"Lauren","Lyman","Female",36,"Wales","White Collar","17.Jul.15",9366.57
"1255",300001255,"Jane","Rees","Female",39,"Wales","White Collar","17.Jul.15",31777.55
"1256",300001256,"Harry","Morrison","Male",50,"Wales","White Collar","17.Jul.15",7697.3
"1262",300001262,"Gabrielle","Wright","Female",29,"Wales","White Collar","18.Jul.15",72266.38
"1263",300001263,"Frank","Martin","Male",37,"Wales","White Collar","18.Jul.15",66105.06
"1264",300001264,"Michael","Scott","Male",30,"Wales","Blue Collar","18.Jul.15",68927.97
"1284",300001284,"Jack","Johnston","Male",41,"Wales","White Collar","20.Jul.15",87285.66
"1285",300001285,"Grace","Lyman","Female",32,"Wales","White Collar","20.Jul.15",72238.95
"1286",300001286,"Trevor","Bell","Male",37,"Wales","White Collar","20.Jul.15",28858.98
"1336",300001336,"Dan","Poole","Male",47,"Wales","White Collar","22.Jul.15",65701.28
"1337",300001337,"Diane","Stewart","Female",38,"Wales","White Collar","22.Jul.15",60149.63
"1338",300001338,"Charles","Simpson","Male",44,"Wales","White Collar","22.Jul.15",110880.94
"1339",300001339,"Alexandra","Skinner","Female",40,"Wales","Other","22.Jul.15",37204.58
"1340",300001340,"Lisa","Reid","Female",42,"Wales","Other","22.Jul.15",55359.26
"1341",300001341,"Isaac","Burgess","Male",28,"Wales","White Collar","22.Jul.15",121021.5
"1353",300001353,"Maria","Short","Female",34,"Wales","White Collar","23.Jul.15",15478.24
"1354",300001354,"Connor","McDonald","Male",41,"Wales","White Collar","23.Jul.15",25581.54
"1392",300001392,"Joanne","Wright","Female",35,"Wales","White Collar","26.Jul.15",39692.86
"1408",300001408,"Tracey","Hughes","Female",40,"Wales","White Collar","27.Jul.15",33801.26
"1409",300001409,"Oliver","Reid","Male",39,"Wales","White Collar","27.Jul.15",43262.53
"1410",300001410,"Boris","Metcalfe","Male",43,"Wales","White Collar","27.Jul.15",115674.98
"1411",300001411,"Ava","White","Female",38,"Wales","White Collar","27.Jul.15",14400.39
"1412",300001412,"Amy","Metcalfe","Female",35,"Wales","White Collar","27.Jul.15",44201.14
"1425",300001425,"Leah","Black","Female",28,"Wales","White Collar","28.Jul.15",91237.59
"1442",300001442,"Jessica","Tucker","Female",46,"Wales","White Collar","29.Jul.15",9867.56
"1443",300001443,"Jane","Miller","Female",43,"Wales","White Collar","29.Jul.15",54434.04
"1444",300001444,"Adam","Wilkins","Male",29,"Wales","Blue Collar","29.Jul.15",32447.58
"1456",300001456,"Dominic","Jackson","Male",40,"Wales","White Collar","30.Jul.15",3615.89
"1465",300001465,"Lily","Hart","Female",34,"Wales","White Collar","31.Jul.15",1090.67
"1466",300001466,"Jonathan","Clark","Male",34,"Wales","Blue Collar","31.Jul.15",1400.26
"1480",300001480,"Matt","Rampling","Male",46,"Wales","Blue Collar","01.Aug.15",91216.49
"1481",300001481,"Jennifer","Mitchell","Female",29,"Wales","White Collar","01.Aug.15",29355.49
"1490",300001490,"Richard","Wallace","Male",43,"Wales","White Collar","02.Aug.15",47373.56
"1513",300001513,"Liam","Johnston","Male",44,"Wales","Blue Collar","04.Aug.15",53325.85
"1520",300001520,"Bernadette","McGrath","Female",47,"Wales","Other","05.Aug.15",71574.75
"1528",300001528,"Austin","Dickens","Male",27,"Wales","White Collar","06.Aug.15",17541.06
"1529",300001529,"Harry","Bailey","Male",43,"Wales","Other","06.Aug.15",51598.1
"1530",300001530,"Emily","Hodges","Female",45,"Wales","Other","06.Aug.15",22305.13
"1538",300001538,"Una","Bailey","Female",47,"Wales","White Collar","07.Aug.15",43260.49
"1539",300001539,"Amelia","Peake","Female",37,"Wales","White Collar","07.Aug.15",53825.25
"1563",300001563,"Oliver","Wright","Male",49,"Wales","White Collar","09.Aug.15",32867.5
"1575",300001575,"James","Payne","Male",33,"Wales","White Collar","10.Aug.15",120278.47
"1576",300001576,"Gavin","Ross","Male",41,"Wales","White Collar","10.Aug.15",52335.99
"1577",300001577,"Anne","Abraham","Female",38,"Wales","White Collar","10.Aug.15",31609.57
"1588",300001588,"Jacob","Hart","Male",42,"Wales","Blue Collar","11.Aug.15",19473.74
"1589",300001589,"Liam","Jackson","Male",37,"Wales","Blue Collar","11.Aug.15",94647.65
"1590",300001590,"Brian","Chapman","Male",21,"Wales","White Collar","11.Aug.15",30442.37
"1591",300001591,"Sean","North","Male",28,"Wales","White Collar","11.Aug.15",32031.95
"1599",300001599,"Adrian","Blake","Male",29,"Wales","White Collar","12.Aug.15",74898.55
"1614",300001614,"Blake","Blake","Male",29,"Wales","Other","13.Aug.15",87844.61
"1626",300001626,"Sue","Rutherford","Female",37,"Wales","White Collar","14.Aug.15",7981.83
"1627",300001627,"Lucas","White","Male",45,"Wales","White Collar","14.Aug.15",18035.37
"1628",300001628,"Lillian","Dowd","Female",45,"Wales","Other","14.Aug.15",53783.65
"1629",300001629,"Lily","Clarkson","Female",36,"Wales","Other","14.Aug.15",9679.91
"1641",300001641,"Jonathan","Langdon","Male",28,"Wales","White Collar","16.Aug.15",77211.46
"1642",300001642,"Keith","Fisher","Male",41,"Wales","White Collar","16.Aug.15",112243.76
"1651",300001651,"Emma","Mitchell","Female",21,"Wales","White Collar","17.Aug.15",45899.62
"1652",300001652,"Adam","Forsyth","Male",39,"Wales","Other","17.Aug.15",72866.17
"1680",300001680,"Anna","Murray","Female",33,"Wales","White Collar","20.Aug.15",8271.07
"1681",300001681,"Leonard","Tucker","Male",29,"Wales","White Collar","20.Aug.15",30556.05
"1696",300001696,"Natalie","Graham","Female",38,"Wales","White Collar","21.Aug.15",7148.82
"1697",300001697,"Justin","Dowd","Male",33,"Wales","Other","21.Aug.15",25705.16
"1698",300001698,"Gordon","Lambert","Male",38,"Wales","Blue Collar","21.Aug.15",4409.18
"1699",300001699,"Faith","Young","Female",33,"Wales","Other","21.Aug.15",74578.98
"1700",300001700,"Brandon","Hamilton","Male",37,"Wales","Blue Collar","21.Aug.15",36731.86
"1740",300001740,"Tracey","Lambert","Female",35,"Wales","White Collar","23.Aug.15",52648.77
"1741",300001741,"Chloe","Lee","Female",33,"Wales","White Collar","23.Aug.15",56539.65
"1742",300001742,"Wanda","Clarkson","Female",18,"Wales","White Collar","23.Aug.15",38462.35
"1743",300001743,"Joseph","Bell","Male",18,"Wales","White Collar","23.Aug.15",43780.77
"1744",300001744,"Megan","Peake","Female",19,"Wales","White Collar","23.Aug.15",15278.22
"1745",300001745,"Virginia","Piper","Female",34,"Wales","Blue Collar","23.Aug.15",49214.87
"1746",300001746,"Blake","Johnston","Male",37,"Wales","White Collar","23.Aug.15",34838.68
"1747",300001747,"David","Wright","Male",44,"Wales","White Collar","23.Aug.15",8128.57
"1748",300001748,"Julian","Quinn","Male",29,"Wales","Other","23.Aug.15",15762.18
"1749",300001749,"Julia","Newman","Female",41,"Wales","White Collar","23.Aug.15",12003.06
"1750",300001750,"Diana","Piper","Female",48,"Wales","White Collar","23.Aug.15",36947.59
"1751",300001751,"Alison","Terry","Female",46,"Wales","White Collar","23.Aug.15",16233.42
"1767",300001767,"Evan","Bell","Male",41,"Wales","Blue Collar","24.Aug.15",56244.09
"1779",300001779,"Yvonne","Brown","Female",37,"Wales","White Collar","25.Aug.15",104416.12
"1780",300001780,"Virginia","Rampling","Female",36,"Wales","White Collar","25.Aug.15",37585.24
"1793",300001793,"Owen","Tucker","Male",35,"Wales","White Collar","26.Aug.15",20739.01
"1812",300001812,"Boris","Lambert","Male",36,"Wales","White Collar","27.Aug.15",105439.61
"1813",300001813,"Neil","Jones","Male",39,"Wales","White Collar","27.Aug.15",32430.78
"1830",300001830,"David","Slater","Male",29,"Wales","White Collar","28.Aug.15",64191.88
"1839",300001839,"Sue","MacLeod","Female",38,"Wales","White Collar","29.Aug.15",23308.43
"1840",300001840,"Anne","Hardacre","Female",34,"Wales","White Collar","29.Aug.15",97934.55
"1841",300001841,"Emily","Mills","Female",32,"Wales","Blue Collar","29.Aug.15",33207.29
"1842",300001842,"Heather","Graham","Female",29,"Wales","White Collar","29.Aug.15",25049.02
"1843",300001843,"Alan","Lambert","Male",33,"Wales","Other","29.Aug.15",95833.44
"1844",300001844,"Keith","Turner","Male",35,"Wales","Other","29.Aug.15",78755.01
"1855",300001855,"Lily","Graham","Female",27,"Wales","Other","30.Aug.15",40857.78
"1856",300001856,"Virginia","Lambert","Female",30,"Wales","White Collar","30.Aug.15",69152.93
"1857",300001857,"Lisa","Mathis","Female",47,"Wales","White Collar","30.Aug.15",3840.53
"1858",300001858,"Charles","Vaughan","Male",57,"Wales","Other","30.Aug.15",69281.64
"1872",300001872,"Alexander","Dyer","Male",23,"Wales","Blue Collar","31.Aug.15",68184.25
"1873",300001873,"Joanne","Rutherford","Female",26,"Wales","Other","31.Aug.15",31028.36
"1874",300001874,"Jason","Mathis","Male",42,"Wales","White Collar","31.Aug.15",80922.09
"1885",300001885,"Adrian","Edmunds","Male",32,"Wales","White Collar","01.Sep.15",10728.12
"1886",300001886,"Lisa","Watson","Female",34,"Wales","White Collar","01.Sep.15",49859.68
"1893",300001893,"Leah","Glover","Female",35,"Wales","Blue Collar","02.Sep.15",41917.78
"1913",300001913,"Andrea","Wright","Female",33,"Wales","White Collar","04.Sep.15",22274.84
"1925",300001925,"Tracey","Mills","Female",31,"Wales","Other","05.Sep.15",7541.33
"1926",300001926,"Steven","Bond","Male",41,"Wales","White Collar","05.Sep.15",27629.86
"1952",300001952,"Jasmine","Coleman","Female",33,"Wales","White Collar","07.Sep.15",32106.88
"1953",300001953,"Vanessa","Springer","Female",43,"Wales","White Collar","07.Sep.15",78469.73
"1954",300001954,"Gabrielle","Kerr","Female",35,"Wales","White Collar","07.Sep.15",44438.94
"1955",300001955,"Sarah","Scott","Female",41,"Wales","Blue Collar","07.Sep.15",30822.55
"1956",300001956,"Kylie","Sharp","Female",24,"Wales","White Collar","07.Sep.15",55926.46
"1978",300001978,"Adrian","Ince","Male",28,"Wales","White Collar","09.Sep.15",94767.31
"1979",300001979,"Brandon","Dyer","Male",33,"Wales","Blue Collar","09.Sep.15",121683.14
"1996",300001996,"Owen","Ball","Male",41,"Wales","White Collar","10.Sep.15",4657.16
"2012",300002012,"Jennifer","Allan","Female",19,"Wales","Blue Collar","11.Sep.15",71036.74
"2031",300002031,"Piers","Piper","Male",22,"Wales","White Collar","12.Sep.15",96018.25
"2032",300002032,"Richard","Black","Male",31,"Wales","Blue Collar","12.Sep.15",29371.32
"2033",300002033,"Max","McGrath","Male",38,"Wales","White Collar","12.Sep.15",63211.19
"2044",300002044,"Tracey","Lee","Female",34,"Wales","Other","13.Sep.15",55297.13
"2045",300002045,"Olivia","Kelly","Female",37,"Wales","White Collar","13.Sep.15",16581.56
"2060",300002060,"James","Smith","Male",34,"Wales","White Collar","14.Sep.15",59292.42
"2073",300002073,"Anna","Howard","Female",34,"Wales","White Collar","15.Sep.15",22490.5
"2074",300002074,"Fiona","Bower","Female",38,"Wales","White Collar","15.Sep.15",86892.69
"2106",300002106,"Rebecca","McLean","Female",25,"Wales","White Collar","17.Sep.15",74812.05
"2107",300002107,"Lucas","Walsh","Male",27,"Wales","Blue Collar","17.Sep.15",47857.14
"2127",300002127,"Tracey","MacLeod","Female",38,"Wales","Other","18.Sep.15",28968.33
"2128",300002128,"Jessica","Morgan","Female",38,"Wales","Other","18.Sep.15",23527.21
"2129",300002129,"Amelia","Payne","Female",44,"Wales","White Collar","18.Sep.15",45868.51
"2150",300002150,"Jasmine","Mitchell","Female",37,"Wales","Other","19.Sep.15",15635.08
"2162",300002162,"Audrey","Peake","Female",35,"Wales","White Collar","20.Sep.15",68176.38
"2163",300002163,"Diana","Bailey","Female",43,"Wales","White Collar","20.Sep.15",74452.61
"2164",300002164,"Bella","Jones","Female",31,"Wales","White Collar","20.Sep.15",61587.63
"2178",300002178,"Julia","Glover","Female",55,"Wales","White Collar","21.Sep.15",19547.39
